COMMENT,MOOD
"😰  Mẹ gọi điện, chắc lại mắng",Worry
Thất vọng,Worry
Bực mình khi bị mụn! 😠,Angry
Tui chán ghét cái vòng lặp này quá đi!,Sad
Không biết mình đang làm gì nữa,Worry
Cuối cùng cũng hết ngày,Neutral
"Tui muốn ""cancel"" hết những kế hoạch không cần thiết",Sad
Tìm hiểu về vũ trụ,Neutral
Nghe tiếng mưa rơi,Neutral
Không biết chuyện gì sẽ xảy ra tiếp theo,Worry
Thở dài,Neutral
Tui thấy mình như một cái máy hỏng,Sad
 Mình mệt mỏi với việc phải giả vờ mạnh mẽ,Worry
Hôm nay tui quyết định nhắn tin xin lỗi đứa bạn thân của mình,Sad
Tui ước gì mình có thể thay đổi được số phận,Sad
 Grrrrr,Angry
Nhưng sự thật là vậy,Neutral
"""Ghét cái đứa cứ hay khoe khoang! 😒""",Angry
" Tự nhiên thấy nhớ cậu ấy kinh khủng, muốn gọi điện nhưng lại sợ làm phiền.  (ಥ﹏ಥ)",InLove
" Mệt mỏi quá à, muốn trốn đi đâu đó xa thiệt xa",Sad
"Tui muốn dành trọn cuộc đời cho ""người ấy""!",Happy
Thoải mái,Neutral
 Grrrrrr,Angry
 Tui sợ phải buông bỏ những điều mình đang nắm giữ. 🤝,Worry
"Crush ơi, ""crush"" của em là crush đó! 😉",Inlove
 Đang lên kế hoạch cho buổi hẹn hò tiếp theo,InLove
 Cảm giác như cả thế giới đang chống lại mình vậy đó. Drama queen mode on!,Worry
Sao tui cứ mãi so sánh mình với người khác vậy nè? 🤦‍♀️,Sad
"""Thiệt hả"", đừng có đùa dai nha!",Angry
"Crush là ""điều tuyệt vời nhất"" đến với cuộc đời mình. 🎁",Inlove
Lướt TikTok. Toàn trend nhảm,Neutral
 Cố gắng tỏ ra mạnh mẽ nhưng thực ra rất yếu đuối,InLove
"Tự nhiên thấy ""nhạt nhẽo"" ghê",Sad
Tui chỉ muốn làm một ký ức bị phai mờ,Worry
"Đi du lịch vòng quanh thế giới, ""khám phá"" những điều mới lạ! 🌍",Happy
 Tự trách mình quá nhiều.  Giá như mình đã làm khác đi thì mọi chuyện đã không như thế này,Worry
Tui ước gì mình có thể tìm thấy ý nghĩa của cuộc sống,Sad
Thời gian trôi,Neutral
Tụi mình như Tom và Jerry!,InLove
 Đùa chứ?,Angry
" Đi mua đồ online, ảnh sản phẩm đẹp lung linh, nhận hàng lại khác xa, muốn đòi trả lại hàng và đòi lại tiền",Angry
" Vừa ""crush"" được quả deal siêu hời, đúng là vía thơm! 💰",Happy
"Thấy ai cũng có ""gu"" ăn mặc chất lừ, còn tui thì... ôi thôi dẹp!",Worry
 Bị la mắng oan. Cay cú!,Angry
Cút!,Angry
"Nay phải thức khuya học bài, cố lên! ✊",Neutral
" Mình là ""single but not available""! (Tự tin lên!)",Inlove
" Nóng máu quá, muốn chửi thẳng vào mặt luôn!",Angry
Tui cảm thấy tui bị bỏ rơi,Sad
 Không có ai để tâm sự,Worry
 *hít thở sâu*,Angry
Cứ thấy bất an kiểu gì ấy,Worry
Không có mục tiêu,Neutral
Sao tui cứ phải dằn vặt về những lỗi lầm trong quá khứ vậy nè?,Worry
 Nhịn! Phải nhịn! (Nhưng mà khó quá!!!),Angry
Tui ước gì mình có thể lấp đầy khoảng trống này... 💖,Worry
Sao tui cứ phải lo lắng về tương lai?,Sad
"""Tại sao lúc nào tao cũng phải hi sinh? Bất công quá!""",Angry
Chờ đợi điều gì đó,Neutral
 Hãy sống một cuộc đời đầy ý nghĩa,Sad
" Áp lực thi cử, tim đập thình thịch, muốn khóc ",Sad
"Tui ""inbox"" ổng/bả mà tui cứ ""delete"" rồi ""viết lại"" hoài à! ""Khổ tâm""! 😫",InLove
Mình sẽ bắt đầu một chương mới trong cuộc đời mình,Inlove
 Tôi sẽ luôn hướng về phía trước,Angry
"Tui thích một người, nhưng tui không dám nói… 🙈",Inlove
"Sao ai cũng có ""gấu"" hết rồi, còn mình tui cô đơn zậy nè 🐻‍❄️",Sad
Bị bạn học bắt nạt. Cay!,Angry
" Bị người ta lừa dối, cảm giác bị chơi khăm",Angry
"Ăn gì cũng không thấy ngon, chắc tại cuộc đời ""nhạt"" quá",Sad
Tui thích nghe tiếng mưa rơi tí tách bên hiên nhà 🌧️,Sad
 Sẽ có ngày,Angry
"Nay tui ""motivated"" để đạt được ước mơ!",Happy
(Nữ)  Anh ấy thật sự rất quan tâm đến mình,InLove
Quá đáng!,Angry
Không muốn bị so sánh,Worry
 Khó hiểu,Neutral
Quên đồ. Hết nói,Neutral
Tui không muốn phải giả vờ mạnh mẽ nữa,Sad
Chụp ảnh không đẹp. Xoá,Neutral
Thấy một bài viết hay ho. Share,Neutral
 Cứ như ác mộng vậy,Worry
 Cảm thấy cô đơn,Neutral
Không biết phải làm sao nữa,Worry
" Hôm nay nhận ra giá trị của tình bạn, ""real"" friends forever!",Happy
Khép lại một chương,Sad
"Tui ""spiraling"" (rơi tự do) vào bóng tối",Worry
Đừng có ra lệnh cho tui!,Angry
 Happiness overload,Happy
Tui muốn quên đi tất cả mọi thứ,Sad
" Thích anh ấy từ cái nhìn đầu tiên, kiểu ""phim ngôn tình"" ấy.  Nhưng giờ nghĩ lại thấy hơi cringe",InLove
" ""Bị trừ lương"" vô cớ. Tui ""báo"" lên công ty. 😠",Angry
Học cách buông bỏ. Quá khứ,Neutral
 Đã viết nhật ký,Neutral
"""Share"" mấy câu quotes deep deep lên ""story""",Sad
"""Yêu đời quá đi"" khi mọi thứ đều suôn sẻ!",Happy
"Crush làm tui ""laughing"" mỗi ngày!",InLove
"Làm thơ tặng crush. ""Thơ con cóc""! 🐸",Inlove
Đôi khi lại muốn nó dừng lại,Neutral
"""Tìm được một người bạn tâm giao. Cảm thấy mình không cô đơn!""",Happy
Thiệt sự chán,Neutral
"Em không thích trà xanh, em chỉ thích anh thôi 🥰",Sad
"Tui sẽ ""troll"" ảnh/cô ấy đến già!",InLove
Tui không hiểu tại sao tui lại phải chịu đựng chuyện này!,Angry
 Mình sẽ mạnh mẽ hơn,Sad
 Mọi thứ đều ổn.  Ngoại trừ bản thân,Neutral
"Hôm nay tui ""unfollow"" hết những ai làm tui buồn",Sad
"Sao tui ""lonely"" (cô đơn) dữ vậy nè?",Worry
Sao mình cứ phải sống một cuộc đời tẻ nhạt?,Worry
Mây. Xám,Neutral
 Mày sẽ hối hận vì những gì mày đã làm!,Angry
Tui hứa sẽ luôn yêu thương và bảo vệ gia đình của tui 🫶,Happy
" ""Đi ngoài đường gặp trời mưa, mà éo mang áo mưa. Chán!""",Angry
"Tui không hiểu sao tui cứ ""repeat"" những sai lầm cũ... 🤦",Sad
"""Tui chỉ muốn crush biết rằng tui luôn yêu crush.""",InLove
"Rồi một ngày tui sẽ biến nỗi buồn thành sức mạnh, maybe",Sad
 Nghe nhạc lofi hip hop radio - beats to relax/study to. 🎧,Happy
 Không có ai hiểu mình cả,Worry
"Tui cảm thấy như mình đang hoàn toàn ""lost""",Worry
" Nhảy nhót theo điệu nhạc yêu thích, quên hết mọi âu lo! 🎶",Happy
Tui không thích sự thay đổi. Tui muốn mọi thứ cứ mãi như vậy thôi!,Worry
 Mọi thứ đều thay đổi,Neutral
Không muốn nói chuyện với ai,Worry
"Tự làm cho mình một điều gì đó ý nghĩa, thấy cuộc sống đáng sống hơn! ✨",Happy
Có nhiều chương trình,Neutral
Cũng phải cố gắng,Sad
 Cười tít mắt,Happy
" ""What if..."" ám ảnh tui từng giây phút. Mệt mỏi!",Worry
"""Vũ đạo"" mới của ""idol"" khó nhằn quá, nhưng mà tui sẽ ""try hard"" hết mình!",Happy
"Bực mình vì cuộc sống quá ""drama"". 😒",Angry
 Ra chơi,Neutral
Tự nhủ phải mạnh mẽ lên mà sao cứ thấy crush là tui lại mềm nhũn ra,Inlove
"Tự dưng được nhận học bổng, ""vinh dự"" quá trời! 🎓",Happy
 Vai xấu.  Không vác được!,Angry
Tui thấy mình như một người nghệ sĩ đang sáng tạo nên những tác phẩm độc đáo. 🎨,Worry
Bản nhạc [tên bài hát] này khiến tôi nhớ về [kỉ niệm đẹp],Happy
 Chia tay không lý do.  Tức á!,Angry
"Học hành căng thẳng, ""xõa"" thôi ngại gì!",Happy
"""Vượt qua"" khó khăn trong công việc, ""mạnh mẽ"" hơn!",Happy
Tự nhiên muốn đi du lịch với người yêu. #dulich #nguoiyeu #muon,Inlove
"""Cháy hết mình"" với đam mê!",Happy
Mình là ai?,Worry
Sao tui cứ nghĩ tiêu cực hoài vậy nè? Positive vibes only! (Trying...),Worry
Tình yêu chỉ là trò đùa… Cay cú! 👿,Inlove
Tớ đi ra,Neutral
Tui nhớ bạn rất nhiều,Inlove
Ước gì có phép màu để tui học giỏi ngay lập tức... không cần phải cố gắng gì hết,Sad
"Bạn bè đứa nào cũng có ""gấu"", mình tui ""FA"". Cay!",Neutral
"Sao tui cứ mãi ""stuck"" trong quá khứ thế này?",Sad
Sống chung với lũ,Neutral
 Cứ tự vẽ ra những viễn cảnh đẹp,Inlove
"Tự nhủ rằng mình không đơn độc, nhưng",Worry
"""Tui nhắn tin cho ổng mà ổng rep lâu quá. Hờn!""",Inlove
" Nay tự dưng thấy yêu đời lạ, chắc tại ăn trúng miếng gà rán ngon nhất hệ mặt trời! 🍗",Happy
 Tôi cần một bờ vai để dựa vào,Sad
 Tui là người may mắn nhất thế gian!,InLove
Tin vào một tương lai tươi sáng,Happy
 Hãy theo đuổi đam mê,Sad
Mình và ổng quen nhau qua mạng xã hội,Inlove
Hôm nay mình quyết định sẽ sống chậm lại một chút,Happy
 Cảm thấy tràn đầy năng lượng,Happy
 Ghen quá đi mất!,InLove
"""Chắc là đang ảo tưởng sức mạnh thôi.""",Inlove
 Let's gooo!,Happy
Sợ phải bị lãng quên,Worry
 Mọi người cứ làm phiền tui hoài,Angry
"Chụp được tấm ảnh ưng ý, đăng lên mạng auto bão like! 🤳",Happy
"Tui không phải là Netflix, nhưng tui có thể khiến bạn say đắm không rời. 😍",Inlove
 Cảm thấy cuộc đời thật tươi đẹp.  (Deep),Happy
" Mood cực kì ổn áp, muốn đi chill với đám bạn",Happy
Tự dưng thấy mình cần bạn bè hơn bao giờ hết,Sad
 Thật là phiền phức,Angry
 *đứng dậy bỏ đi*,Angry
" Hôm nay lướt tóp tóp thấy toàn drama tình ái, tự nhiên thấy cuộc đời mình nhạt nhẽo ngang",Sad
 Mặc kệ đời,Angry
"**""Out of battery"":** Cảm thấy cạn năng lượng. Muốn ""reset"" lại cuộc đời",Worry
" Yêu là tin tưởng, là sẻ chia, là đồng hành",InLove
"""Đang xem phim thì bị spoil. ""Tức""!!!""",Angry
 Nhận được lời khen.  Cảm ơn,Neutral
"Nhận được quà bất ngờ, tim tui ""dance"" điên cuồng. 💃",Happy
"Tui không biết mình sẽ phải ""đối mặt"" với chuyện này như thế nào",Inlove
"Ước gì mình được yêu thương, được che chở, được quan tâm",Sad
Tui chỉ muốn được tin tưởng thôi á! 🙌 (Again!),Angry
Có lẽ (tui/mình) nên học vẽ. Để sau,Neutral
"Cái tính ""sân si"" đó bỏ dùm đi được không? Mệt mỏi ghê!",Angry
"""Hôm nay lỡ miệng chê idol của con bạn. Nó block tui rồi. 😭""",Angry
 Tương lai mình mong muốn…  có em ấy ở bên cạnh,InLove
Hãy sống một cuộc đời ý nghĩa,Happy
"""Hôm nay quyết tâm ""block"" hết mấy trang cá nhân của người ta. Cơ mà tay run quá...""",Inlove
Điểm dừng,Sad
"Nhưng rồi tôi nhận ra, quá khứ chỉ là quá khứ",Sad
 Du lịch mở mang tầm mắt. ✈️,Happy
"""Tui hay lén nhìn ổng trong lớp. Chắc ổng biết rồi quá.""",Inlove
"**""A few moments later"":** Vừa than xong đã quên. Tui ""não cá vàng"" hả?",Worry
Tui ước gì mình có thể sống một cuộc đời đơn giản hơn,Worry
"Đẹp trai như mình mà vẫn ế, chắc tại duyên chưa tới. #tự luyến chút thôi",InLove
 Viết tắt:**,Angry
Tui cảm thấy mình đang bị mắc kẹt... 😫,Worry
Tìm kiếm. Ý nghĩa,Neutral
 Mỗi lần ảnh cười là tui thấy cả thế giới bừng sáng. Sến súa vãi,InLove
" Tập trung vào sự nghiệp thôi! ""Work hard, play hard""!",Inlove
Tôi muốn trốn chạy khỏi tất cả,Worry
" Ghét cái cảm giác hồi hộp,  nhưng mà thích cậu ấy thì làm sao tránh được",InLove
Tui tuyệt vọng,Worry
 Yêu cậu ấy nhiều lắm!,InLove
"""Ngắm hoàng hôn một mình. Thấy lòng bình yên lạ thường.""",Happy
Không dám thử thách bản thân,Worry
"Em ""lo"" bài vở, nhưng lại ""mơ"" về anh 🤭",Worry
"Tui chỉ muốn được là chính mình thôi, khó vậy sao?",Sad
Mọi thứ đều trở nên vô vị 😒,Sad
Tui vừa đạt điểm cao trong kỳ thi!,Happy
Hôm nay người ấy nhìn mình kìa!!!  AAAA!!!,InLove
Sao tui cứ phải cố gắng làm hài lòng người khác?,Sad
 Tôi sẽ luôn trân trọng những người yêu thương mình,Angry
Xót xa,Sad
Hình như là ác mộng,Neutral
"Tự dưng nghe lại bài hát cũ, bao nhiêu kỷ niệm ùa về",Inlove
 Thấy mọi thứ bất thường,Neutral
"Đi ăn buffet mà ăn sập tiệm, lời quá trời! 🍣",Happy
"Tự dưng thấy chán ghét bản thân, muốn biến mất khỏi thế giới này một ngày... 😔",Worry
 Dìm hàng kinh khủng!  Ghét vl!,Angry
"Muốn ""delete"" hết những ký ức buồn. 🗑️",Sad
Không gian. Rộng,Neutral
"""Tui ước gì mình có thể gặp crush mỗi ngày. Tui nhớ crush lắm rồi...""",InLove
"Crush ""chảnh"" quá à, làm tui càng thích đó!",InLove
 Toang thật rồi,Worry
Tui sẽ sống một cuộc đời mà tui tự hào! Yeah! 😎,Inlove
Hãy yêu thương và tha thứ cho nhau,Happy
Nhắn tin cho ổng mà mãi không thấy rep!,Inlove
Sao tui cứ thấy lạc lõng giữa thế giới này vậy nè?,Worry
Sao tui cứ mãi phải sống trong sợ hãi vậy nè?,Sad
 Đăng story,Neutral
Xem phim,Neutral
"Nay tui ""supporting"" cộng đồng của mình",Happy
"""Đang làm việc thì bị sếp la như hát hay. ""Ức chế""!!!""",Angry
"Hôm nay đi làm trễ bị phạt, ""ấm ức"" dễ sợ",Worry
 Tao sẽ không bao giờ tha thứ cho mày!,Angry
"Sao tui cứ mãi ""long"" for những điều không thể?",Sad
"**Tui ghim:** Ai dám chê đồ ăn tui nấu dở, tui cho nhịn đói luôn! 😼",Angry
Sao ai cũng...!,Angry
Đời là thế,Neutral
Help me!!!,Worry
 Tui thấy ghen tị với mấy bạn lúc nào cũng tràn đầy năng lượng. 🔋,Worry
 Nấu ăn,Neutral
"Tui muốn được ai đó coi trọng, yêu quý. 🥰",Worry
Tự đi vậy,Neutral
"""Tìm kiếm"" ý nghĩa của cuộc đời",Sad
"""Yêu xa"" nhưng tình cảm không hề xa cách. ❤️",InLove
Ghen tị với cậu,Inlove
Tui sẽ cố gắng hết mình để đạt được ước mơ! 🔥,Happy
Cái đồ...!,Angry
 Mỗi tin nhắn của anh ấy đều được tui cất giữ cẩn thận.  Đồ si tình!,InLove
" Tự tin thể hiện bản thân, không ngại ""anti""!",Happy
 Tất cả những lời nói dối đó đều làm mình bực mình!,Angry
 Lòng đầy ắp niềm vui và cả sự biết ơn,Happy
 Hạnh phúc đến nỗi không biết diễn tả sao cho hết!,Happy
Sáng dậy quên hết,Neutral
Tui mơ về những chuyến du lịch vòng quanh thế giới cùng anh,Inlove
Bố mẹ cãi nhau suốt ngày. Mệt mỏi quá,Sad
" Đang chờ đợi điều gì đó, không sốt ruột",Neutral
"""Ghét"" cái kiểu...!",Angry
 Rồi tình yêu sẽ đến khi mình không ngờ nhất,Inlove
Facebook toàn tin xàm. Unfollow bớt,Neutral
Sao tui cứ phải so sánh cuộc sống của mình với những người khác vậy nè?,Worry
"""Master"" được điệu nhảy TikTok mới, tự tin khoe cá tính!",Happy
 Thật là một ngày tuyệt vời! (cái giọng siêu mỉa mai),Angry
"""Khóc lóc"" vì cảm thấy tổn thương",InLove
"Ước gì có ai đó hiểu được tui đang cảm thấy thế nào, ""validation"" quan trọng lắm",Worry
Chẳng ai quan tâm mình cả,Worry
"Hôm nay làm được việc tốt, thấy mình ""tốt boi/gơ"" hẳn ra!",Happy
"""Mới mua ly trà đào mà quán bỏ quá nhiều đường. Ngọt quá thể!""",Angry
 Gucci,Neutral
"Tui ghét nhất khi bị ""friendzone""! 😤",Angry
 Chấp nhận thực tế,Neutral
 Cuối cùng cũng hoàn thành xong bài project!  Ê ê ê!,Happy
 Bực mình vãi,Angry
Over and out!,Angry
 Tôi sẽ không bao giờ từ bỏ ước mơ của mình,Angry
"Tui ""flop"" quá rồi, ai ""boost"" tui lên với 🚀",Sad
"Sao ai cũng có bồ hết vậy? Tui ""ế"" bền vững! 😩 (Tức vì tủi thân chứ hông buồn nha!)",Angry
 Đi loanh quanh,Neutral
"Hãy sống một cuộc đời ý nghĩa, để khi nhìn lại bạn sẽ không phải hối tiếc",Happy
Tui không biết mình có thể tìm lại được không,Sad
"""Tự tha thứ cho những sai lầm của mình. Học cách yêu bản thân!""",Happy
"""Hạnh phúc là khi mình được sống trong sự bình yên và không lo âu.""",Happy
 Tôi muốn hét lên cho đã!,Angry
